id,name,host_id,PriceSeq,Price,ReviewSeq,ReviewScore,NBSeq
15929332,"Harvard/MIT (Unit 1)- Brooklyn Ambiance w/ Parking",35489146,4,250.00,5,99,6
15930566,"Spacious 2BR 2 bath w/deck, walk to Harvard & MIT",6626676,5,290.00,5,99,6
16012632,"One Bedroom Short Walk to Harvard (Rm 1)",51079261,3,200.00,5,100,6
16013016,"One Bedroom Short Walk to Harvard (Rm 12)",51079261,3,191.00,0,0,9
16013157,"One Bedroom Short Walk to Harvard (Rm 13)",51079261,3,166.00,5,95,9
16013859,"One Subway Stop to Harvard Two Stops to MIT (B)",51079261,3,162.00,4,86,8
16056199,"Spacious one queen bedroom with parking(with fee)",104567106,1,85.00,5,91,12
16136728,"Bright & airy studio in historic home",1364642,3,195.00,5,98,5
16146887,"A floor all to yourself in our historic home",1364642,2,119.00,5,97,5
16238299,"Big and Luminous Apartment at Cambridge Port",13866658,2,150.00,5,97,4
16353525,"Comfortable Cloud, Close to Everything... (3S)",229695597,1,80.00,5,96,12
16361055,"Cambridge in Harvard Square - a spacious home.",107139150,5,350.00,5,99,13
16436214,"One Bedroom Short Walk to Harvard (Rm 5)",51079261,3,175.00,5,100,9
16572261,"Cozy, Renovated Abode Between Harvard & MIT",45224133,1,99.00,5,97,6
16842241,"2# Minutes to Boston -Basic Bedroom",20551003,1,68.00,5,91,5
16843178,"9# Minutes to Boston -Basic Bedroom",20551003,1,68.00,4,89,5
17011428,"Cambridge Basement Apartment over 90 day rental",404360,2,125.00,4,90,13
17107558,"Private room for 2 close to Harvard/MIT",6341616,3,175.00,5,100,6
17209703,"West Cambridge 1 BR entire apartment near Harvard",115833412,1,99.00,5,98,10
17285749,"Private, quiet and clean studio in ideal location",116598782,1,95.00,5,97,1
17348129,"2 Bed 2 Bath in Kendall Square",43450256,5,500.00,5,100,5
17693766,"2020 Grad Student or Professor!",40965,1,85.00,5,96,8
17811602,"Spacious 1 Bedroom w/ Free Parking Near MIT",43450256,3,184.00,5,97,5
17942925,"Sunny, quiet Cambridge apartment near Davis Sq",13307006,1,67.00,5,99,8
18330818,"Penthouse Room With Private Entrance",92004180,2,120.00,5,98,8
18406874,"Brand New 2BR Den | Full Kitchen |  East Cambridge",95459395,5,849.00,0,0,5
18613736,"Long-term Renters Please! Harvard Walkable 1bdr",9161433,3,179.00,5,100,7
18614693,"Luxurious - Walkable to Harvard Full 1bdrm + sofa",9161433,2,113.00,3,80,7
18676360,"Walk to Harvard/MIT (unit 2) w/ parking",35489146,5,300.00,5,99,6
18682931,"^10min walk-Harvard, Suite-like/private entry/3fl",28283338,1,74.00,5,100,1
19065197,"Perfect Location, Lovely room in Cambridge!",6839881,1,57.00,5,100,11
19183167,"Contemporary 2BR in Central Sq! Harvard/MIT",112868041,4,239.00,5,97,4
19248273,"Ocean Oasis in the Heart of Cambridge",134772042,2,101.00,5,100,4
19251505,"Harvard/MIT 2 Bed 2 Bath luxury apartment",75606953,3,165.00,5,95,11
19344649,"WALK to HARVARD&MIT with MEMORY BED 1",15154687,1,65.00,5,92,4
19345857,"WALK to HARVARD&MIT with MEMORY BED 2",15154687,1,65.00,5,92,4
19346242,"WALK to HARVARD&MIT with MEMORY BED 4",15154687,1,41.00,4,88,6
19346436,"WALK to HARVARD&MIT with MEMORY BED 6",15154687,1,43.00,4,90,4
19376539,"Private room in Harvard square 3, good to sleep",82946167,1,39.00,5,96,13
19426275,"Amazing Apartment! Close to EVERYTHING!",40959087,3,183.00,5,96,5
19847550,"*New Construction Luxury Kendall Square Townhouse*",111823791,5,800.00,0,0,11
19911587,"WALK to HARVARD&MIT with MEMORY BED 5",15154687,1,41.00,4,89,9
19942644,"3A *REDUCED*! HARVARD MiT LOCATION! SPOTLESS 1BR",81038,4,209.00,5,97,6
20024644,"Bright & updated 2BR in Central Sq! Harvard/MIT",112868041,5,275.00,5,97,4
20074456,"Charles River/Harvard Square - free parking",87618246,2,109.00,5,92,13
20074638,"Sunny Apt near MIT/Harvard Central Sq-FreeParking",55554594,3,153.00,5,96,9
20153407,"Private room in spacious home near Harvard Square",16849714,1,72.00,5,95,6
20355928,"4B HUGE AMAZING SPOTLESS CAMBRIDGE HARVARD/MiT",81038,4,209.00,5,98,6
20403672,"2A Cambridge Harvard MIT. Amazing flat",81038,3,190.00,5,97,6
20419752,"Large & Private 3BR Apt  w/ Cooks Kitchen & A/C",145655051,3,196.00,5,97,11
20462256,"Quirky, Cozy 1 Bedroom in Kendall Square",43450256,1,50.00,4,88,5
20504268,"Beautiful 2 Bed 2 Private Bath near MIT/Harvard",40515595,5,275.00,0,0,12
20572514,"4A CAMBRIDGE HARVARD/MIT GORGEOUS 1BD *REDUCED*!",81038,4,209.00,5,97,6
20649514,"Harvard MIT SUBWAY SMALL ROOM M8",93503221,1,45.00,5,91,6
20671080,"M3/HARVARD MIT Priv Bath SUBWAY FREE PARKING ???????????????",93503221,1,45.00,4,86,6
20769949,"M4/NEAR HARVARD MIT SUBWAY FREE PARKING ???????????????",93503221,1,45.00,4,86,6
20797694,"The Modica Estate #1",39361614,1,43.00,5,97,11
20799027,"Modica Estate, Room #2",39361614,1,50.00,5,96,11
20817892,"A Cozy Large Bedroom - Stay at Home! (3B)",229695597,2,150.00,5,97,12
20848838,"Fabulous Flat Near Harvard Square",8530114,3,199.00,5,100,6
20928592,"Large 2 bed w/ Parking in Quiet Cambridge Home",43450256,3,200.00,5,95,5
20970989,"M11/Harvard MIT SUBWAY PRIVATE BEDROOM LTR",93503221,1,39.00,4,88,6
21204503,"4BR 3BA Cambridge Oasis - Harvard/MIT/Boston",26693600,5,364.00,5,99,9
21248869,"*10min walk-Harvard, Suite-like/private entry/3fl",28283338,1,74.00,5,100,1
21275668,"Kendall Square, MIT, Biotech Center",41854028,2,143.00,5,99,5
21385410,"Comfy Private Bedroom in Cambridge",29313226,1,60.00,5,94,12
21389613,"1FW??????????????????",44086891,5,540.00,5,92,12
21406532,"Harvard Square Delight with Office Space",18694541,3,180.00,5,95,6
21460557,"Modern Studio - Davis/Porter/Harvard",119102701,3,170.00,5,99,8
21546255,"Harvard/MIT/Lesley/Tufts Private Room & Bath",4274693,1,95.00,5,99,1
21682941,"Casa Paradiso - Top Floor 1bed/1bath in Cambridge",101409695,4,230.00,5,100,12
21738836,"R1. Quiet private room near Kendall/MIT",119672800,1,35.00,5,96,12
21765306,"Whole House 4 Private BRs - Cultural District on T",158575537,5,314.00,5,100,4
21885937,"Forever Green",159674828,1,56.00,1,60,12
22004690,"Quiet room -5 min to T-access to Harvard/Boston",21745230,1,55.00,5,100,8
22008825,"Harvard Square Private Floor",10825995,2,123.00,5,100,9
22081464,"Cambridge Executive Suites",161304675,4,249.00,5,95,8
22099694,"Modern House near Harvard. Luxury Master - Dogs Ok",159728840,5,359.00,5,98,9
22142932,"R2, Private sunny room near Kendall/MIT",119672800,1,33.00,5,97,12
22216607,"Harvard Square home",8706284,2,149.00,5,99,6
22265937,"*New  2 beds* free parking Harvard MIT Cambridge 4",162705378,4,221.00,5,96,4
22265938,"*New queen Bed *free parking  MITCambridge studio",162705378,2,109.00,5,95,4
22265939,"*New queen bdfree parking Harvard  MIT Cambridge 3",162705378,3,189.00,5,95,4
22338629,"Lux 2 Bedroom Cambridge Apt by MIT",9419684,4,205.00,3,80,5
22339138,"Lux 2 Bedroom Cambridge Apt by MIT",9419684,4,205.00,5,100,5
22352805,"Brand New 1BR Apt | Fitness Center | MIT Museum",95459395,5,439.00,4,90,5
22353454,"Spacious 1BR Apt | Full Kitchen | Panoramic Views",95459395,5,439.00,5,100,5
22377492,"Beautiful, sunny charming room overlooking Charles",2722041,4,250.00,5,100,13
22445294,"Posh Cambridge Medical 1BR Apt - Magnificent Views",163251048,5,509.00,2,70,5
22445323,"Cambridge Medical 1BR Apt Near Harvard University",163251048,5,599.00,0,0,5
22445511,"Private room Near Harvard Square",38551452,1,70.00,0,0,13
22449632,"Upscale Cambridge Medical 1BR Apt - Prime Location",163251048,5,599.00,0,0,5
22449711,"Lux Cambridge Medical 1BR Apt Close To T-Stop!",163251048,5,599.00,0,0,5
22461420,"Cambridge Medical 2BR Apt Next To Fenway Park!",163251048,5,799.00,0,0,5
22461484,"Beautiful Medical 2 Bedroom Apt Steps to MIT!",163251048,5,799.00,0,0,5
22567155,"Cambridge Furnished Medical 2BR Apt Next To MIT",163251048,5,799.00,0,0,5
22567215,"Upscale Cambridge Medical 2BR Apt",163251048,5,799.00,0,0,5
22598276,"basic room in Cambridgeport",166221142,1,36.00,5,99,4
22625445,"Serene, Roomy 2BR near Harvard & Davis Sq",71341215,2,144.00,5,99,8
22629543,"One bedroom at Harvard Square to share",166600256,1,50.00,0,0,6
22842459,"Luxurious and Spacious 5 bedroom in Mid-Cambridge",4167496,5,950.00,0,0,6
22888033,"R6, Private sunny quiet room : Kendall Sq One/MIT",119672800,1,33.00,5,94,12
22958055,"Fully renovated spacious 2BR mins from Boston & T",80482365,3,170.00,5,99,8
23035929,"Cambridge Furnished Medical 2BR Penthouse Apt- MIT",163251048,5,809.00,0,0,5
23037809,"Harvard MIT Subway Small private bedroom LTR",93503221,1,35.00,4,85,6
23102114,"Comfortable Room - 2 - Near BU/MIT/NEU/MGH/Harvard",171618898,1,49.00,5,99,4
23114408,"Compact Lux Bedroom C convenient to Harvard",21631889,1,44.00,5,95,7
23114790,"Luxurious 3Bdr Apartment near Fresh Pond",21631889,5,252.00,5,98,7
23257882,"Cozy 2 Bedroom  on Charles River - Harvard Square",87618246,2,120.00,4,86,13
23308507,"R9 - large private bedroom w/ park overview",119672800,1,37.00,5,96,12
23309047,"Heart Cambridge 2 BDS Boston/ MIT/Harvard",162705378,2,112.00,5,100,4
23523253,"Comfortable Room - 3 -near Harvard/MIT/BU/MGH/NEU",171618898,1,69.00,5,99,4
23563670,"Room Near Harvard/MIT/NEU/BU/MGH Private Bath - 4",171618898,2,105.00,5,98,4
23594538,"Picture-perfect Cambridge guest apartment",176415954,3,165.00,5,99,8
23660990,"Stunning 2bd Central Square /MIT/ Harvard/Red Line",112868041,5,299.00,5,100,4
23769190,"Modern 2bd Central Square/ MIT/Harvard/ Red Line T",112868041,5,299.00,5,97,4
23902787,"Fresh Pond Paradise",39476963,2,103.00,5,100,13
24298372,"Comfortable Room- 1 - Near BU/NEU/MIT/Harvard/MGH",171618898,1,93.00,5,97,4
24304200,"Beautiful N. Cambridge Private Room",88140341,1,80.00,5,99,8
24442402,"BnB! Sunny private bedroom/bath near Harvard",181267574,2,120.00,5,100,13
24886707,"LIVING in THE CITY,CLOSE TO HARVARD&MIT",15154687,1,41.00,4,87,12
24887170,"Private Rm near Tufts/Harvard/MIT/MGH",70969915,1,85.00,5,100,8
24888098,"LIVING in THE CITY, CLOSE TO HARVARD&MIT",15154687,1,41.00,4,88,12
24888768,"Comfortable convenient  Cambridge Apt.",98988662,4,230.00,5,94,4
24888817,"LIVING in THE CITY,CLOSE TO HARVARD&MIT",15154687,1,41.00,4,88,12
24967119,"Cultural District, MIT, Harvard, 1Br, Free parking",158575537,3,180.00,5,100,11
25103936,"Upscale Cambridge 2 Bedroom Apt Steps from MIT!",30283594,5,399.00,0,0,5
25212486,"Huron House Room - 3rd floor",4642626,1,50.00,5,100,13
25483626,"Modica Estate #3",39361614,1,48.00,5,98,11
25687175,"Sunny 2Bed Apt?€?10 Meters from Harvard Law School!",45224133,2,144.00,5,100,1
25691658,"2Bed?€?10 Meters from Harvard Law School! Big & New!",45224133,5,264.00,0,0,1
25728312,"Private Bedroom at Harvard",9928124,1,44.00,4,82,1
25778262,"Serene suites close to Harvard- always disinfected",28283338,2,146.00,5,99,1
26003078,"Beautiful Studio and Great Location",133407298,1,67.00,5,97,2
26136927,"Cambridge beautiful 2BR, near Porter/Harvard Sq.",9365589,2,105.00,5,98,8
26428050,"LIVING in THE CITY, CLOSE TO HARVARD&MIT",15154687,1,41.00,4,89,12
26429034,"LIVING in THE CITY,CLOSE TO HARVARD&MIT",15154687,1,41.00,4,85,12
26473352,"Room in Huron Village Upper Apartment",4642626,1,50.00,5,100,13
26502467,"CITY LIFE, CLOSE to HARVARD&MIT",15154687,1,42.00,4,85,12
26502701,"CLOSE to HARVARD&MIT",15154687,1,41.00,5,92,12
26688986,"Charming  quiet  apt: renovated 2 BR 4 blocks to T",200654508,2,112.00,5,98,8
26703374,"Harvard Square less than 2 miles",71156317,1,70.00,5,100,10
26740462,"Large Room in 2bd House with AC, 4K 60?€? TV",10114243,1,80.00,1,20,5
26857005,"2 bed 1 bath w/ Free Parking in East Cambridge",43450256,4,220.00,5,91,5
26978504,"Your own private bed, bath, and office/bonus room!",15692612,1,99.00,0,0,8
27017697,"CLOSE to HARVARD&MIT",15154687,1,82.00,4,87,12
27083472,"Perfect Location, Top Floor Apt",6839881,1,76.00,5,100,11
27141126,"WALKING DISTANCE to HARVARD&MIT with MEMORY BED 3",187572416,1,43.00,5,93,4
27197352,"Huge Private Room near Harvard with King Bed",56845328,1,25.00,0,0,10
27303018,"Lovely room, Great location",6839881,1,64.00,3,80,8
27407158,"WALKING DISTANCE to HARVARD&MIT with MEMORY BED 1",187572416,1,46.00,4,87,9
27757091,"ELA: Enjoy Harvard campus & Charles River &  MIT",209566405,1,89.00,4,89,13
27757364,"Room steps 2 Harvard Yard ????????????",209566405,1,79.00,4,83,13
27757751,"ER??????Cozy Private Room in Harvard Square, nr MIT",209566405,1,89.00,5,91,13
27897602,"One Bedroom Short Walk to Harvard (Rm 4)",51079261,3,191.00,5,100,9
27898877,"Room For Two Short Walk To Harvard (RM 7)",51079261,3,175.00,5,97,9
28129618,"Large room, Excellent location in Cambridge",6839881,1,76.00,2,70,7
28178013,"Quiet and Close to Everything! 2 Bedroom apartment",36085037,3,175.00,0,0,8
28186233,"WALKING DISTANCE to HARVARD&MIT with MEMORY BED 2",187572416,1,70.00,4,90,9
28195363,"Loft room, great location in Cambridge",6839881,1,77.00,0,0,7
28282525,"Cambridge Loft near  Harvard Square - min 2 months",55152664,3,170.00,0,0,13
28463949,"Apartment  near Harvard - min 3 months",55152664,3,170.00,0,0,13
28466694,"One Sunny & Quiet room in Harvard square",209566405,1,35.00,5,100,13
28489121,"Harvard Sq Riverside w/parking Walk HBS/HLS/MIT/BU",184906834,2,149.00,5,95,9
28667379,"Room for monthly rent  in owner's apartment.",7421025,1,43.00,0,0,6
28761770,"Central Square Bedroom by metro T stop",216953227,2,124.00,5,100,9
28801153,"Room For Two Short Walk To Harvard (Rm 9)",51079261,3,191.00,5,96,6
28832386,"Apartment near Harvard - minimum 2 months",55152664,3,190.00,0,0,13
28833374,"Lovely Family Home - min 3 months",55152664,5,300.00,0,0,13
28952923,"The Modica Estates #4",218237995,1,45.00,5,96,11
28988139,"I1 Private Room by Kendall",218493228,1,55.00,5,93,12
28989060,"I3 Private Room by Kendall/MIT/Central Statio",218493228,1,57.00,4,90,12
29034417,"The Modica Estates #5",218237995,1,47.00,5,96,11
29151496,"Think Spring! 2BR with 5 star reviews. HARVARD/MIT",219665574,2,146.00,5,98,5
29308635,"Beautiful room in Cambridge , Ma",887148,5,275.00,5,97,13
29343335,"Budget Room in Cambridge - Paris Concept",201911026,1,33.00,5,91,11
29588602,"One Subway Stop to Harvard Two Stops to MIT (C)",51079261,3,162.00,4,89,8
29789486,"Budget Room in Cambridge - Istanbul Concept",1474891,1,29.00,5,94,12
29806399,"Budget Room in Cambridge - Woof Concept",201911026,1,29.00,5,93,12
29816287,"Budget Room in Cambridge - Twin Concept",201911026,1,29.00,5,94,11
29854517,"Cozy Place",197864304,2,115.00,0,0,11
29992024,"4BR Beautiful New Cambridge Home",7372692,5,475.00,5,100,3
30035967,"Newly renovated, spacious gem in heart of City",19167089,2,148.00,5,98,5
30080995,"Budget Room in Cambridge - Full Concept",201911026,1,30.00,5,93,12
30130868,"Beautiful Single Family Home in Cambridge, MA",226407671,5,300.00,5,98,11
30169164,"Light filled lofty layout and all yours!",11982406,3,194.00,5,99,4
30323319,"????????????????????????????????????",227715194,1,52.00,0,0,9
30386484,"Calming Kendall Square Studio w/ Gym, near MIT by Blueground",107434423,2,149.00,5,100,2
30389876,"Bright + Mod Kendall Sq 1BR w/ Gym, walk to MIT by Blueground",107434423,3,178.00,5,100,2
30389899,"Gentle Kendall Sq Studio, Gym, Doorman, near MIT by Blueground",107434423,2,138.00,0,0,2
30389924,"Hip 1BR, Kendall Square, Gym, Doorman, walk to MIT by Blueground",107434423,3,168.00,0,0,2
30390003,"Sleek Kendall Sq 2BR, Gym, Doorman, walk to MIT by Blueground",107434423,4,220.00,5,100,2
30390533,"Serene Studio, Kendall Square, Gym, walk to MIT by Blueground",107434423,2,140.00,5,100,2
30397057,"Industrial 1BR near MIT w/ Gym, Doorman, Roof Deck by Blueground",107434423,3,168.00,0,0,2
30397111,"Comfy Kendall Square Studio w/ Gym, walk to MIT by Blueground",107434423,2,145.00,0,0,2
30441472,"Cambridge   Harvard  -  MIT Great Room 2",19788941,1,30.00,5,100,11
30489683,"Snug Kendall Square Studio w/ Gym, near MIT & MGH by Blueground",107434423,2,143.00,0,0,2
30567500,"Cambridge renovated 1BR, near Porter/Harvard Sq.",9365589,1,70.00,5,96,8
30686042,"Cambridge  Harvard - MIT  Great Room",19788941,1,25.00,5,91,11
30788187,"NEW Sunny, Large 1Bed facing Harvard Law School!!",45224133,1,89.00,5,99,1
31026140,"Great room AWESOME LOCATION * Close to SUB",231351946,1,75.00,5,100,1
31142001,"Charming Private Room Near Harvard",56845328,1,25.00,3,80,13
31153915,"MIT",159674828,1,60.00,1,60,2
31265845,"Room next to MIT in a quiet zone",5938188,1,50.00,0,0,12
31740688,"HARVARD/MIT - Artist's Pad in Central Sq (Room B)",52655526,1,60.00,5,93,4
31990257,"Your own bed+bath+office! Steps to grocery/CVS/T",15692612,1,100.00,5,100,8
32055447,"Newly Renovated & Oh-So-Convenient!",93861,2,133.00,5,100,5
32089527,"BEDROOM-MIT3-HARV-MGH-CENTRAL-INMAN-KENDALL-UNION",12576232,1,50.00,5,93,11
32210534,"R5 Cozy quiet private room near MIT",119672800,1,33.00,5,97,12
32210545,"R3 Quiet Cozy Room",119672800,1,34.00,5,98,12
32286134,"Tangerine Dream - Pvt Entry, MIT-Harvard-Downtown",1182119,2,105.00,5,100,12
32324379,"Roomy 2BR in Kendall Square w/ Gym, Doorman near MIT & MGH by Blueground",107434423,3,193.00,0,0,5
32407309,"Harvard Square: Charming, newly updated",6499961,3,170.00,5,100,6
32441363,"N. Cambridge Private Bedroom for Two",88140341,1,80.00,5,100,8
32520971,"Beautiful  private room at Harvard Sq 1",244341077,1,60.00,5,91,13
32521733,"Beautiful private room at Harvard Sq 2",244341077,1,60.00,4,86,13
32521848,"Beautiful private room at Harvard Sq 3",244341077,1,60.00,4,90,13
32529852,"Lovely, sunny, spacious 2 bdrm, summer 2020",290252,2,150.00,0,0,7
32550845,"Cozy private room next to Harvard Square 1",244612239,1,60.00,4,86,13
32551001,"Cozy private room next to Harvard Square 2",244612239,1,60.00,4,88,13
32551056,"Cozy private room next to Harvard Square 3",244612239,1,60.00,5,93,13
32554763,"Cozy Private room next to Harvard sq 4",244648734,1,60.00,5,92,13
32693725,"Nice Studio *parking* 3-minute walk to subway",227996806,3,180.00,4,82,7
32791973,"4 beds, walk to subway: Harvard,MIT,Kendall,Boston",246448509,4,230.00,0,0,12
32900803,"High-class private room next to MIT/Harvard 1",247533528,1,55.00,4,90,11
32901476,"High-class private room next to MIT/Harvard 2",247533528,1,55.00,5,92,11
32986957,"Hey Private Room close to MIT and Harvard Uni",248263858,1,51.00,5,92,6
33028188,"Crisp Kendall Square Studio w/ Gym, W/D by MIT, MGH & River by Blueground",107434423,2,149.00,5,100,2
33067776,"joyful private room next to central sq/MIT 1",248859826,1,52.00,5,92,4
33072598,"joyful private room next to central sq/MIT 2",248859826,1,60.00,5,91,4
33072838,"joyful private room next to central sq/MIT 3",248859826,1,57.00,5,91,4
33128612,"Studio 3-minute walk to subway, 1 free parking",227996806,1,70.00,5,93,8
33183552,"Rad Kendall Square 1BR w/ Gym, W/D by MIT, MGH & River by Blueground",107434423,3,175.00,0,0,2
33242374,"Keyless private room near MIT,Central Sq 1",250298429,1,56.00,4,89,4
33245746,"keyless private room near MIT,Central Sq 2",250298429,1,54.00,5,97,4
33245987,"keyless private room near MIT,Central Sq 3",250298429,1,55.00,5,94,4
33325791,"3 Bed 2 Bath w/ Free Parking near Kendall Square",43450256,1,85.00,5,96,5
33337073,"3 Bed 2 Bath Tourist House near Kendall Square",43450256,1,98.00,5,93,5
33340302,"New 3 Bed 2 Bath Tourist House near Kendall Square",43450256,1,80.00,5,91,5
33341290,"Smartly-Equipped Porter Square 1BR in Harvard Square by Blueground",107434423,2,148.00,0,0,1
33341404,"Well-Located Porter Square 1BR in Harvard Square by Blueground",107434423,2,138.00,0,0,1
33374476,"*2 bed, walk to subway:Harvard,MIT,Kendall,Boston*",246448509,4,210.00,0,0,12
33400638,"Cosy/ Artsy Apartment mins from MIT/ Harvard",3667802,4,210.00,5,100,4
33463508,"Nice Studio *parking* 3-minute walk to subway",227996806,3,165.00,0,0,8
33483321,"Studio 3-minute walk to subway",51692157,1,80.00,0,0,8
33484884,"Sunny spacious 2 BR near Porter/ Davis/ Harvard sq",4234305,2,118.00,0,0,8
33551653,"Central Kendall Square Studio w/ Gym, W/D near MIT & River by Blueground",107434423,2,141.00,0,0,2
33596731,"Comfy Kendall Square 1BR w/ Gym, W/D near MIT & River by Blueground",107434423,3,173.00,0,0,2
33692520,"Sunny Bedroom at Harvard",9928124,1,42.00,3,80,1
33913038,"Studio 3--minute walk to subway, 1 free parking",227996806,1,70.00,0,0,8
33915066,"34 - Walk To Harvard & Porter. Cute private room.",17028791,1,50.00,3,78,13
33998489,"Cozy apartment next to Central Sq/Harvard Sq/MIT",256714221,3,165.00,5,98,6
34126785,"Private Rm, 5-Min Walk to Harvard, 1 Month Minimum",44086891,1,50.00,5,100,1
34127139,"Private Rm, 5-Min Walk to Harvard, 1 Month Minimum",44086891,1,40.00,4,85,6
34127149,"Private Rm, 5-Min Walk to Harvard, 1 Month Minimum",44086891,1,40.00,5,93,6
34507120,"Cute, Comfortable, and Centrally Located",1858876,2,139.00,5,100,5
34664077,"Luxury studio w/ parking by MIT/Harvard/BU/Fenway",66604416,1,86.00,5,97,4
34785693,"2 BR  APT w/ parking near MIT/Harvard/BU/Fenway",66604416,3,175.00,5,98,4
34944649,"Luxury 1BR APT w/ parking by MIT/Harvard/BU/Fenway",66604416,2,131.00,5,99,4
35060349,"Parking, Pets, and a Yard, Oh My!",11982406,4,207.00,5,100,4
35086687,"A Modern Apartment in Cambridge",73719352,1,75.00,4,90,5
35187780,"Franklin Blue House",66084479,4,250.00,0,0,9
35233542,"The big cozy room",70690651,1,80.00,5,93,10
35333477,"Room For Two Short Walk To Harvard (RM 8)",51079261,3,175.00,5,94,9
35635231,"Nice Apartment,  Porter Square Harvard",8029934,2,139.00,5,100,7
36197065,"Historic Richardson's Row In Harvard Square",6499961,5,900.00,5,100,6
36351801,"Your perfect Stay by HARVARD & MIT",102134649,5,299.00,5,100,6
36393934,"????????????????????????3???1??????",251460237,3,198.00,0,0,10
36622151,"Renovated Furnished Apartment in Cambridge Home",266312920,4,239.00,0,0,8
